"category_1","category_2","category_3","description"
"2","3","5","Muito antes de conhecer o ogro Shrek e sua turma, Gato de Botas (Antonio Banderas) vai viver uma grande aventura ao lado de Humpty Dumpty (Zach Galifianakis) e Kitty Pata Mansa (Salma Hayek). Dipostos a roubar os feijões mágicos do casal fora da lei Jack (Billy Bob Thornton) e Jill (Amy Sedaris), o trio quer mesmo é botar as mãos na famosa gansa que bota ovos de ouro. Mas algumas coisas não estavam nos planos e Gato vai descobrir, meio atrasado, que tem um grande problema pela frente para conseguir limpar o que ficou para trás: a  sua honra."
"7","12","0","Anos 80. Chava (Carlos Padilla) é um garoto de 11 anos que, após seu pai abandonar a família em meio à guerra civil de El Salvador, se torna o 'homem da casa'. Por causa da guerra as forças armadas do governo recrutam garotos de 12 anos, retirando-os das salas de aula. Chava ainda tem um ano até ser também recrutado, sendo que neste período precisa conseguir um emprego para ajudar sua mãe (Leonor Varela) a pagar as contas e também escapar da violência diária causada pela guerra civil."
"6","14","0","Alvy Singer (Woody Allen), um humorista judeu e divorciado que faz análise há quinze anos, acaba se apaixonando por Annie Hall (Diane Keaton), uma cantora em início de carreira com uma cabeça um pouco complicada. Em um curto espaço de tempo eles estão morando juntos, mas depois de um certo período crises conjugais começam a se fazer sentir entre os dois."
"0","0","0","Billy Beane (Brad Pitt) é o gerente do time de baseball Oakland Athletics. Com pouco dinheiro em caixa e a ajuda de Peter Brand (Jonah Hill), ele desenvolveu um sofisticado programa de estatísticas para o clube, que fez com que ficasse entre as principais equipes do esporte nos anos 80."
"7","0","0","Quando Marvin (Hume Cronyn) sofre um derrame e fica incapacitado, sua filha Bessie (Diane Keaton) assume a tarefa de cuidar dele. Ela é também a responsável pela tia Ruth (Gwen Verdon), que sofre de uma doença na coluna desde criança e é viciada em novelas. Lee (Meryl Streep), a irmã mais nova de Bessie, não dá atenção para a família e vive em outro estado há anos. Ao descobrir que sofre de leucemia e necessita de um transplante de medula óssea, Bessie entra em contato com a irmã em busca de ajuda. Lee vai então visitá-la, levando consigo seus filhos Hank (Leonardo DiCaprio) e Charlie (Hal Scardino)."
"7","0","0","Lee Chandler (Casey Affleck) é forçado a retornar para sua cidade natal com o objetivo de tomar conta de seu sobrinho adolescente após o pai (Kyle Chandler) do rapaz, seu irmão, falecer precocemente. Este retorno ficará ainda mais complicado quando Lee precisar enfrentar as razões que o fizeram ir embora e deixar sua família para trás, anos antes."
"9","14","5","Rotineiramente a jovem Katie (Lucy Hale) é explorada e maltratada pela madrasta (Missi Pyle), mas não reclama por temer ficar sem lar. Talentosa cantora e compositora, ela quase perde uma grande oportunidade por conta dos caprichos da irmã, Bev Van Ravensway (Megan Park), e, revoltada, decide finalmente correr atrás de seu sonho deixando de lado as complicadas questões familiares."
"11","1","0","Em 2159, o mundo é dividido entre dois grupos: o primeiro, riquíssimo, mora na estação espacial Elysium, enquanto o segundo, pobre, vive na Terra, repleta de pessoas e em grande decadência. Por um lado, a secretária do governo Rhodes (Jodie Foster) faz de tudo para preservar o estilo de vida luxuoso de Elysium, por outro, um pobre cidadão da Terra (Matt Damon) tenta um plano ousado para trazer de volta a igualdade entre as pessoas."
"8","0","0","Documentário sobre o vocalista, guitarrista e compositor Kurt Cobain, líder do Nirvana. Com acesso a arquivos pessoais e depoimentos de familiares de Cobain - inclusive com a participação da filha dele com Courtney Love, Frances -, o filme conta do início até a ascensão de sua carreira, apresentando diversas canções, algumas delas inéditas. O retrato íntimo de um artista que raramente se revelou para a mídia."
"7","14","0","Nova York. Tyler Roth (Robert Pattinson) é um jovem rebelde que não tem uma boa relação com o pai, Charles (Pierce Brosnan), desde que uma tragédia abalou sua família. Ele divide um apartamento com Aidan (Tate Wellington) e com ele sai para uma boate. Ao deixar o local, Tyler se intromete em uma briga. Neil Craig (Chris Cooper), um policial traumatizado pelo assassinato de sua esposa dez anos antes, é chamado ao local. Ele libera Tyler e Aidan mas, após uma provocação de Tyler, lhe dá uma surra e manda prendê-lo. Dias depois, Aidan descobre que Ally (Emilie de Ravin), a filha de Neil, estuda com eles. Ele propõe a Tyler que tente conquistá-la, para se vingar. Inicialmente relutante, Tyler aceita a proposta. Só que, aos poucos, se apaixona por Ally."
"14","7","0","No mundo dos leilões de arte e antiguidades de alta qualidade, Virgil Oldman (Geoffrey Rush) é um conhecido e apreciado especialista em arte. Ele é contratado por uma jovem herdeira, Claire Ibbetson (Sylvia Hoeks), para leiloar a grande coleção de obras de arte deixada por seus pais. Mas, por alguma razão, Claire sempre se recusa a ser vista pessoalmente. Robert (Jim Sturgess), que ajuda Virgil a restaurar e montar algumas peças mecânicas antigas que encontra na casa da moça, também lhe dá conselhos sobre como ganhar sua confiança e lidar com os sentimentos que tem em relação a ela."
"6","0","0","1959. Manny Singer (Ray Liotta), um compositor de jingles de uma agência de propaganda, fica viúvo e tendo de cuidar de Molly (Tina Majorino), sua filha de sete anos. Manny precisa desesperadamente de uma babá, com isso entrevista vários candidatos e rejeita todos até encontrar Corina Washington (Whoopi Goldberg), que se formou recentemente mas não consegue arrumar nenhum trabalho por ser negra. A primeira grande tarefa de Corina é se comunicar com Molly, que decidiu parar de falar. Além disto Manny parece estar confuso na maioria do tempo, o que o faz fumar em demasia. Corina também fuma e isto faz os adultos terem uma cumplicidade por este hábito, o que deixa Molly apavorada, por ver sempre na televisão depoimentos sobre os perigos do fumo. Manny e Corina também discutem jazz, pois ela sonhava em ser uma crítica musical. Gradativamente Corina ganha a confiança da menina e logo ela está falando novamente. Corina fica para o jantar em várias ocasiões e Manny se surpreende com os comentários dela sobre música e literatura. Paralelamente Corina conversa com Molly, que se considera culpada pela morte da mãe. Molly secretamente deseja que Corina se case com seu pai e fique morando na casa o tempo todo, apesar da irmã de Corina, a mãe de Manny e uma vizinha curiosa desaprovarem um romance inter-racial."
"1","13","7","Lee (Bruce Lee) foi recrutado para investigar um torneio organizado por Han (Kieh Shih), que serve de fachada para a venda de ópio. Roper (John Saxon) e Williams (Jim Kelly) lutaram na Guerra do Vietnã e resolveram competir no torneio devido a problemas distintos. Enquanto Roper está fugindo da máfia, devido a dívidas de jogo, Williams está cansado de ser atormentado por policiais racistas e resolveu usar o carro para fugir deles. Lee também entra no torneio e, além de desmascarar Han, tem como objetivo retirar Roper e Williams do local com vida."
"4","0","0","John Wilmot (Johnny Depp), o 2º Conde de Rochester, é um rebelde provocador e um gênio literário da restauração inglesa do século XVII. Wilmot é convocado pelo rei Charles II (John Malkovich) a escrever uma peça, com a responsabilidade de que ela precisa ser magistral e que impressione a corte francesa. Apaixonado pela atriz Elizabeth Barry (Samantha Morton), o desejo de Wilmot em transformá-la em uma estrela e sua inteligência subversiva terminam por escandalizar a sociedade de Londres da época."
"5","1","0","Após entrar para o programa de proteção à testemunha, uma família tradicional ítalo-americana ligada à máfia é transferida para a França. De início eles se adaptam à nova vida, mas aos poucos os velhos hábitos voltam à tona e eles passam a resolver os problemas que surgem a seu modo. Ao mesmo tempo, líderes da máfia nos Estados Unidos, procuram pelo grupo em busca de vingança. O agente do FBI Stansfield (Tommy Lee Jones) fará de tudo para protegê-los, mas nem sempre contará com a ajuda do pai da família, Fred Blake (Robert De Niro), e nem dos outros membros."
"14","5","0","Nicky (Will Smith) é um trapaceiro profissional que é escolhido como vítima por uma iniciante na profissão, Jess (Margot Robbie). Ele se deixa levar pelo golpe para desmascará-la no momento certo. Decepcionada, Jess insiste para que Nicky lhe ensine seu método de trabalho e a aceite na equipe. Após uma certa relutância, Nicky não apenas concorda como se envolve romanticamente com ela, indo contra uma de suas principais regras."
"1","3","11","Um acordo entre as grandes potências define a redução das ogivas nucleares no mundo todo, mas os Estados Unidos, comandados pela organização Cobra, desconsideram o acerto e dão ínicio a um plano de proporções alarmantes. Enquanto isso, seguindo as ordens do presidente americano (Jonathan Pryce), o esquadrão de elite G.I. Joe é acusado de traição e, após ser atacado brutalmente, tem vários de seus integrantes mortos em combate. Agora, os poucos que sobreviveram vão contar com a ajuda do criador dos G.I. Joe, Joe Colton (Bruce Willis), para, liderados por Roadblock (Dwayne Johnson), revidar o ataque em grande estilo."
"14","5","0","Bridget Jones (Renée Zellweger) é uma mulher de 32 anos que, em pleno Ano Novo, decide que já está mais do que na hora de tomar o controle de sua própria vida e começar a escrever um diário. Com isso, Bridget começa a escrever o mais provocativo, erótico e histérico livro que já esteve na cabeceira de sua cama, onde ela irá colocar também suas opiniões sobre os mais diversos assuntos de sua nova vida."
"10","3","0","Peter (Levi Miller) é um garoto de 12 anos que vive em um orfanato em Londres, no período da Segunda Guerra Mundial. Um dia, ele e várias crianças são sequestradas por piratas em um navio voador, que logo é perseguido por caças do exército britânico. O navio escapa e logo ruma para a Terra do Nunca, um lugar mágico e distante onde o capitão Barba Negra (Hugh Jackman) escraviza crianças e adultos para que encontrem pixum, uma pedra preciosa que concentra pó de fada. Em pleno garimpo, Peter conhece James Hook (Garreth Hedlund), que tem planos para fugir do local."
"7","0","0","O advogado Elliot Anderson (Kevin Costner) acaba de perder sua esposa em um acidente de carro. Os dois criavam, juntos, a neta Eloise (Jillian Estell), já que a mãe da menina morreu no parto. Enquanto luta com sua dor, ele recebe a visita inesperada da avó paterna da garota, Rowena (Octavia Spencer), que exige que a neta seja criada pelo pai, Reggie (Andre Holland), um viciado em drogas, cuja negligência faz Elliot culpá-lo pela morte de sua filha. Agora, os avôs de Eloise vão entrar em uma luta pela guarda dela.Classificação indicativa: a definir por http://www.culturadigital.br/classind."
"7","0","0","Bill Harford (Tom Cruise) é casado com a curadora de arte Alice (Nicole Kidman). Ambos vivem o casamento perfeito até que, logo após uma festa, Alice confessa que sentiu atração por outro homem no passado e que seria capaz de largar Bill e sua filha por ele. A confissão desnorteia o sujeito, que sai pelas ruas de Nova York assombrado com a imagem da mulher nos braços de outro. Ele acaba em meio a uma reunião secreta e uma mansão afastada. Último filme do cultuado diretor Stanley Kubrick."
"7","0","0","Três pessoas, Paul (Sean Penn), Jack (Benicio Del Toro) e Cristina (Naomi Watts), têm seus destinos cruzados em função de um acidente. A partir dele serão testados os limites do amor e da vingança, assim como a promessa da redenção. Vinte e um gramas é o peso que uma pessoa perde no momento da morte. É o peso carregado pelos que sobrevivem."
